id_email,timestamp,expediteur_id,destinataire_id,sujet,corps
E00180,2026-01-08T04:30:00,S08,S03,Demande de signature ordre 2025-5002,"Bonjour,

L’ordre 2025-5002 attend ta double signature depuis lundi. Le client s’impatiente. Peux-tu prioriser ?

Merci,
Marc"
E00689,2026-01-08T08:30:00,S03,S01,Procédure KYC - mise à jour,"Bonjour à tous,

La procédure KYC est mise à jour suite aux dernières recommandations de l’ACPR. Nouvelle version applicable au 1er avril.

Sophie"
E00892,2026-01-08T08:30:00,S02,S08,Café demain matin,"Marc, on prend un café demain matin avant la réunion ? J’aimerais te parler du dossier en cours.

Antoine"
E00559,2026-01-09T02:30:00,S06,S04,Pot de départ - Patrimoine Aubertin,"Bonjour à tous,

Nous organisons un pot de départ pour Patrimoine Aubertin vendredi à 18h en salle de pause. Une cagnotte circule.

Pierre"
E00389,2026-01-09T02:30:00,S04,S08,Incident applicatif résolu,"Bonjour,

L’incident sur l’application de trading signalé ce matin est résolu. Cause : saturation du cluster de calcul. Service nominal depuis 11h32.

Karim"
E00330,2026-01-09T03:30:00,S06,S10,Réunion comité lundi,"Bonjour Thomas,

Peux-tu confirmer ta présence à la réunion du comité lundi à 11h ? L’ordre du jour porte sur le bilan trimestriel et les arbitrages budgétaires.

Merci,
Pierre"
E00754,2026-01-09T03:30:00,S05,S09,Décalage réunion mardi,"Léa,

La réunion prévue mardi est décalée à jeudi 13h pour des raisons d’agenda. La salle Picasso reste réservée.

Élodie"
E00488,2026-01-09T04:30:00,S06,S07,FYI - article Les Échos,"Bonjour,

Un article intéressant dans Les Échos ce matin sur l’évolution de la régulation bancaire européenne. À lire si tu as 5 minutes.

Pierre"
E00857,2026-01-09T04:30:00,S03,S04,Pot de départ - M. Beaumont,"Bonjour à tous,

Nous organisons un pot de départ pour M. Beaumont vendredi à 18h en salle de pause. Une cagnotte circule.

Sophie"
E00462,2026-01-09T05:30:00,S04,S07,Phishing - vigilance,"Bonjour à tous,

Nous avons détecté une campagne de phishing ciblant nos collaborateurs. Ne cliquez sur aucun lien provenant d’expéditeurs inconnus. Signalez tout mail douteux à it@mercier.fr.

Karim"
E00175,2026-01-09T05:30:00,S06,S04,Annulation point hebdo,"Bonjour,

Je ne pourrai pas assurer le point hebdo de cette semaine. Je suis en déplacement client. On reprend la semaine prochaine.

Pierre"
E00217,2026-01-09T05:30:00,S01,S08,Réunion comité lundi,"Bonjour Marc,

Peux-tu confirmer ta présence à la réunion du comité lundi à 14h ? L’ordre du jour porte sur le bilan trimestriel et les arbitrages budgétaires.

Merci,
Claire"
E00690,2026-01-09T07:30:00,S01,S04,Décalage réunion mardi,"Karim,

La réunion prévue mardi est décalée à jeudi 9h pour des raisons d’agenda. La salle Picasso reste réservée.

Claire"
E00947,2026-01-09T08:30:00,S07,S06,Reporting mensuel M. Renaud,"Bonjour,

Veuillez trouver ci-joint le reporting mensuel pour le client M. Renaud. Performance du portefeuille : +4.02% sur le mois.

Cordialement,
Julie"
E00369,2026-01-09T11:30:00,S01,S08,Préparation board,"Marc,

Le board demande un état des lieux sur le portefeuille pour vendredi. Peux-tu m’envoyer tes chiffres consolidés au plus tard jeudi midi ?

Merci,
Claire"
E00905,2026-01-09T11:30:00,S08,S02,Compte rendu réunion direction,"Bonjour Antoine,

Veuillez trouver ci-joint le compte rendu de la réunion de direction de vendredi. Les actions qui te concernent sont surlignées en jaune. Échéance fixée au vendredi.

Cordialement,
Marc"
E00379,2026-01-09T12:30:00,S03,S07,Café demain matin,"Julie, on prend un café demain matin avant la réunion ? J’aimerais te parler du dossier en cours.

Sophie"
E00695,2026-01-10T01:30:00,S04,S06,Maintenance serveurs vendredi,"Bonjour à tous,

Une maintenance des serveurs est programmée vendredi entre 22h et 2h. Indisponibilité partielle prévue. Pensez à sauvegarder vos travaux.

L’équipe IT,
Karim"
E00636,2026-01-10T02:30:00,S09,S05,Formation obligatoire LCB-FT,"Bonjour à tous,

Rappel : la formation obligatoire LCB-FT 2025 doit être complétée avant le 31 mars. Lien d’inscription en pièce jointe.

Léa"
E00292,2026-01-10T04:30:00,S06,S01,RE: question rapide,"Oui, c’est bon pour moi. On en reparle demain.

Pierre"
E00950,2026-01-10T04:30:00,S02,S03,Bonne année 2026,"Bonjour à tous,

Toute l’équipe vous souhaite une excellente année 2026, pleine de réussites professionnelles et personnelles.

La direction"
E00479,2026-01-10T05:30:00,S05,S06,Document oublié en salle Picasso,"Bonjour,

J’ai oublié un dossier rouge en salle Picasso après la réunion d’hier. Si quelqu’un l’a vu, merci de me le rapporter.

Élodie"
E00842,2026-01-10T06:30:00,S08,S02,Présentation client Famille Mercier-Jolly jeudi,"Bonjour Antoine,

Nous recevons Famille Mercier-Jolly jeudi à 11h. Merci de préparer la slide deck habituelle et le bilan annuel.

Marc"
E00429,2026-01-10T07:30:00,S08,S01,Validation virement client 2024-5701,"Bonjour Claire,

Merci de valider le virement référence 2024-5701 d’un montant de 220 000 EUR pour le compte client. Documentation KYC à jour.

Marc"
E00079,2026-01-10T08:30:00,S02,S04,Point client M. Beaumont,"Bonjour Karim,

Le client M. Beaumont demande un rendez-vous pour faire le point sur son portefeuille. Disponibilités la semaine prochaine ?

Antoine"
E00351,2026-01-10T12:30:00,S06,S02,Point client M. Renaud,"Bonjour Antoine,

Le client M. Renaud demande un rendez-vous pour faire le point sur son portefeuille. Disponibilités la semaine prochaine ?

Pierre"
E00599,2026-01-11T02:30:00,S04,S10,Compte rendu réunion direction,"Bonjour Thomas,

Veuillez trouver ci-joint le compte rendu de la réunion de direction de jeudi. Les actions qui te concernent sont surlignées en jaune. Échéance fixée au jeudi.

Cordialement,
Karim"
E00592,2026-01-11T02:30:00,S01,S08,Document oublié en salle Picasso,"Bonjour,

J’ai oublié un dossier rouge en salle Picasso après la réunion d’hier. Si quelqu’un l’a vu, merci de me le rapporter.

Claire"
E00295,2026-01-11T02:30:00,S02,S07,Bonne année 2026,"Bonjour à tous,

Toute l’équipe vous souhaite une excellente année 2026, pleine de réussites professionnelles et personnelles.

La direction"
E00652,2026-01-11T04:30:00,S04,S10,Parking - place attribuée,"Bonjour,

Ta nouvelle place de parking est la B-2026-9181. Badge mis à jour automatiquement.

Cordialement,
Services généraux"
E00063,2026-01-11T05:30:00,S01,S02,Entretien annuel à programmer,"Bonjour Antoine,

Nous devons programmer ton entretien annuel avant la fin du mois. Voici trois créneaux possibles : mardi 14h, mercredi 10h, jeudi 16h. Lequel te convient ?

Claire"
E00942,2026-01-11T05:30:00,S01,S04,Demande de congés,"Bonjour Karim,

Je pose mes congés du jeudi au jeudi. Mon binôme prendra le relais sur les dossiers en cours.

Merci de valider.
Claire"
E00692,2026-01-11T06:30:00,S04,S05,Pot de départ - M. Renaud,"Bonjour à tous,

Nous organisons un pot de départ pour M. Renaud vendredi à 18h en salle de pause. Une cagnotte circule.

Karim"
E00248,2026-01-11T06:30:00,S01,S07,Annulation point hebdo,"Bonjour,

Je ne pourrai pas assurer le point hebdo de cette semaine. Je suis en déplacement client. On reprend la semaine prochaine.

Claire"
E00089,2026-01-11T07:30:00,S04,S01,Phishing - vigilance,"Bonjour à tous,

Nous avons détecté une campagne de phishing ciblant nos collaborateurs. Ne cliquez sur aucun lien provenant d’expéditeurs inconnus. Signalez tout mail douteux à it@mercier.fr.

Karim"
E00774,2026-01-11T11:30:00,S02,S07,Compte rendu réunion direction,"Bonjour Julie,

Veuillez trouver ci-joint le compte rendu de la réunion de direction de mercredi. Les actions qui te concernent sont surlignées en jaune. Échéance fixée au jeudi.

Cordialement,
Antoine"
E00518,2026-01-11T11:30:00,S05,S06,Procédure KYC - mise à jour,"Bonjour à tous,

La procédure KYC est mise à jour suite aux dernières recommandations de l’ACPR. Nouvelle version applicable au 1er avril.

Élodie"
E00575,2026-01-11T12:30:00,S07,S05,RE: Validation virement client 2024-3364,"Validé. Bonne journée.

Julie"
E00553,2026-01-12T01:30:00,S04,S03,Pot de départ - Famille Mercier-Jolly,"Bonjour à tous,

Nous organisons un pot de départ pour Famille Mercier-Jolly vendredi à 18h en salle de pause. Une cagnotte circule.

Karim"
E00887,2026-01-12T03:30:00,S08,S03,Demande de signature ordre 2026-615,"Bonjour,

L’ordre 2026-615 attend ta double signature depuis lundi. Le client s’impatiente. Peux-tu prioriser ?

Merci,
Marc"
E00299,2026-01-12T03:30:00,S01,S02,Parking - place attribuée,"Bonjour,

Ta nouvelle place de parking est la B-2025-6304. Badge mis à jour automatiquement.

Cordialement,
Services généraux"
E00994,2026-01-12T05:30:00,S02,S06,Présentation client Famille Mercier-Jolly jeudi,"Bonjour Pierre,

Nous recevons Famille Mercier-Jolly jeudi à 11h. Merci de préparer la slide deck habituelle et le bilan annuel.

Antoine"
E00391,2026-01-12T06:30:00,S02,S09,Point client M. Renaud,"Bonjour Léa,

Le client M. Renaud demande un rendez-vous pour faire le point sur son portefeuille. Disponibilités la semaine prochaine ?

Antoine"
E00380,2026-01-12T07:30:00,S04,S03,Café demain matin,"Sophie, on prend un café demain matin avant la réunion ? J’aimerais te parler du dossier en cours.

Karim"
E00583,2026-01-12T07:30:00,S10,S09,RE: question rapide,"Oui, c’est bon pour moi. On en reparle demain.

Thomas"
E00934,2026-01-12T08:30:00,S02,S08,Point client M. Renaud,"Bonjour Marc,

Le client M. Renaud demande un rendez-vous pour faire le point sur son portefeuille. Disponibilités la semaine prochaine ?

Antoine"
E00212,2026-01-12T09:30:00,S09,S04,Café demain matin,"Karim, on prend un café demain matin avant la réunion ? J’aimerais te parler du dossier en cours.

Léa"
E00067,2026-01-12T10:30:00,S02,S01,Café demain matin,"Claire, on prend un café demain matin avant la réunion ? J’aimerais te parler du dossier en cours.

Antoine"
E00977,2026-01-13T01:30:00,S03,S09,RE: Validation virement client 2024-6958,"Validé. Bonne journée.

Sophie"
E00424,2026-01-13T04:30:00,S02,S06,Annulation point hebdo,"Bonjour,

Je ne pourrai pas assurer le point hebdo de cette semaine. Je suis en déplacement client. On reprend la semaine prochaine.

Antoine"
E00179,2026-01-13T04:30:00,S06,S03,Préparation board,"Sophie,

Le board demande un état des lieux sur le portefeuille pour vendredi. Peux-tu m’envoyer tes chiffres consolidés au plus tard jeudi midi ?

Merci,
Pierre"
E00387,2026-01-13T05:30:00,S03,S10,Bonne année 2026,"Bonjour à tous,

Toute l’équipe vous souhaite une excellente année 2026, pleine de réussites professionnelles et personnelles.

La direction"
E00116,2026-01-13T05:30:00,S04,S06,Incident applicatif résolu,"Bonjour,

L’incident sur l’application de trading signalé ce matin est résolu. Cause : saturation du cluster de calcul. Service nominal depuis 11h32.

Karim"
E00405,2026-01-13T07:30:00,S04,S08,Renouvellement licences logicielles,"Bonjour Marc,

Les licences Bloomberg arrivent à échéance le 30 avril. Budget renouvellement à valider en comité direction.

Karim"
E00767,2026-01-13T07:30:00,S10,S01,RE: Demande de pièces - audit Q1,"Bonjour,

Documents transmis ce matin via le coffre-fort numérique. Code d’accès envoyé séparément.

Thomas"
E00078,2026-01-13T08:30:00,S04,S01,Préparation board,"Claire,

Le board demande un état des lieux sur le portefeuille pour vendredi. Peux-tu m’envoyer tes chiffres consolidés au plus tard jeudi midi ?

Merci,
Karim"
E00860,2026-01-13T08:30:00,S01,S03,Formation obligatoire LCB-FT,"Bonjour à tous,

Rappel : la formation obligatoire LCB-FT 2025 doit être complétée avant le 31 mars. Lien d’inscription en pièce jointe.

Claire"
E00145,2026-01-13T09:30:00,S08,S01,Document oublié en salle Picasso,"Bonjour,

J’ai oublié un dossier rouge en salle Picasso après la réunion d’hier. Si quelqu’un l’a vu, merci de me le rapporter.

Marc"
E00756,2026-01-13T09:30:00,S02,S07,Annulation point hebdo,"Bonjour,

Je ne pourrai pas assurer le point hebdo de cette semaine. Je suis en déplacement client. On reprend la semaine prochaine.

Antoine"
E00001,2026-01-13T10:23:00,S01,S02,Dossier Pégase,"Antoine, le dossier Pégase est prêt. Procède au transfert habituel. Discrétion absolue."
E00628,2026-01-13T10:30:00,S01,S06,RE: Demande de congés,"Bonjour,

Congés validés. Bonne pause à toi.

Claire"
E00865,2026-01-13T11:30:00,S02,S08,Café demain matin,"Marc, on prend un café demain matin avant la réunion ? J’aimerais te parler du dossier en cours.

Antoine"
E00266,2026-01-13T11:30:00,S08,S02,Demande client M. Renaud - allocation,"Antoine,

Le client M. Renaud souhaite revoir son allocation. Il évoque un profil plus prudent. Peux-tu préparer une simulation ?

Merci,
Marc"
E00936,2026-01-14T01:30:00,S05,S09,Procédure KYC - mise à jour,"Bonjour à tous,

La procédure KYC est mise à jour suite aux dernières recommandations de l’ACPR. Nouvelle version applicable au 1er avril.

Élodie"
E00234,2026-01-14T01:30:00,S02,S10,Document oublié en salle Picasso,"Bonjour,

J’ai oublié un dossier rouge en salle Picasso après la réunion d’hier. Si quelqu’un l’a vu, merci de me le rapporter.

Antoine"
E00200,2026-01-14T02:30:00,S02,S10,FYI - article Les Échos,"Bonjour,

Un article intéressant dans Les Échos ce matin sur l’évolution de la régulation bancaire européenne. À lire si tu as 5 minutes.

Antoine"
E00642,2026-01-14T02:30:00,S07,S02,Demande de signature ordre 2026-7079,"Bonjour,

L’ordre 2026-7079 attend ta double signature depuis lundi. Le client s’impatiente. Peux-tu prioriser ?

Merci,
Julie"
E00801,2026-01-14T04:30:00,S10,S05,Conclusion audit conformité,"Bonjour,

Les conclusions de l’audit conformité sont disponibles. RAS sur la majorité des dossiers, deux points de vigilance signalés en annexe.

Thomas"
E00738,2026-01-14T05:30:00,S08,S07,Annulation point hebdo,"Bonjour,

Je ne pourrai pas assurer le point hebdo de cette semaine. Je suis en déplacement client. On reprend la semaine prochaine.

Marc"
E00851,2026-01-14T05:30:00,S04,S08,Pot de départ - Fondation Lacroix,"Bonjour à tous,

Nous organisons un pot de départ pour Fondation Lacroix vendredi à 18h en salle de pause. Une cagnotte circule.

Karim"
E00877,2026-01-14T06:30:00,S07,S04,Présentation client Fondation Lacroix jeudi,"Bonjour Karim,

Nous recevons Fondation Lacroix jeudi à 11h. Merci de préparer la slide deck habituelle et le bilan annuel.

Julie"
E00772,2026-01-14T10:30:00,S04,S03,Bonne année 2026,"Bonjour à tous,

Toute l’équipe vous souhaite une excellente année 2026, pleine de réussites professionnelles et personnelles.

La direction"
E00002,2026-01-14T19:43:00,S02,S01,RE: Dossier Pégase,"Claire, transfert Pégase effectué. 380k€ sur le compte habituel."
E00092,2026-01-15T01:30:00,S04,S02,FYI - article Les Échos,"Bonjour,

Un article intéressant dans Les Échos ce matin sur l’évolution de la régulation bancaire européenne. À lire si tu as 5 minutes.

Karim"
E00621,2026-01-15T01:30:00,S02,S10,RE: Validation virement client 2025-6995,"Validé. Bonne journée.

Antoine"
E00403,2026-01-15T02:30:00,S05,S10,Mutuelle - changement de contrat,"Bonjour,

La mutuelle entreprise change au 1er avril. Une réunion d’information est organisée le jeudi à 17h en salle Monet. Présence recommandée.

Élodie"
E00550,2026-01-15T06:30:00,S06,S05,Décalage réunion mardi,"Élodie,

La réunion prévue mardi est décalée à jeudi 17h pour des raisons d’agenda. La salle Picasso reste réservée.

Pierre"
E00873,2026-01-15T06:30:00,S10,S01,Décalage réunion mardi,"Claire,

La réunion prévue mardi est décalée à jeudi 12h pour des raisons d’agenda. La salle Picasso reste réservée.

Thomas"
E00986,2026-01-15T08:30:00,S04,S01,Réunion comité mercredi,"Bonjour Claire,

Peux-tu confirmer ta présence à la réunion du comité mercredi à 12h ? L’ordre du jour porte sur le bilan trimestriel et les arbitrages budgétaires.

Merci,
Karim"
E00155,2026-01-15T12:30:00,S01,S06,Mutuelle - changement de contrat,"Bonjour,

La mutuelle entreprise change au 1er avril. Une réunion d’information est organisée le mardi à 15h en salle Monet. Présence recommandée.

Claire"
E00916,2026-01-15T12:30:00,S02,S03,Décalage réunion mardi,"Sophie,

La réunion prévue mardi est décalée à jeudi 13h pour des raisons d’agenda. La salle Picasso reste réservée.

Antoine"
E00729,2026-01-16T02:30:00,S10,S07,Compte rendu réunion direction,"Bonjour Julie,

Veuillez trouver ci-joint le compte rendu de la réunion de direction de jeudi. Les actions qui te concernent sont surlignées en jaune. Échéance fixée au lundi.

Cordialement,
Thomas"
E00247,2026-01-16T03:30:00,S07,S08,Présentation client M. Beaumont jeudi,"Bonjour Marc,

Nous recevons M. Beaumont jeudi à 11h. Merci de préparer la slide deck habituelle et le bilan annuel.

Julie"
E00726,2026-01-16T04:30:00,S04,S10,Annulation point hebdo,"Bonjour,

Je ne pourrai pas assurer le point hebdo de cette semaine. Je suis en déplacement client. On reprend la semaine prochaine.

Karim"
E00447,2026-01-16T05:30:00,S07,S06,Café demain matin,"Pierre, on prend un café demain matin avant la réunion ? J’aimerais te parler du dossier en cours.

Julie"
E00721,2026-01-16T05:30:00,S02,S06,Bonne année 2026,"Bonjour à tous,

Toute l’équipe vous souhaite une excellente année 2026, pleine de réussites professionnelles et personnelles.

La direction"
E00240,2026-01-16T07:30:00,S05,S07,FYI - article Les Échos,"Bonjour,

Un article intéressant dans Les Échos ce matin sur l’évolution de la régulation bancaire européenne. À lire si tu as 5 minutes.

Élodie"
E00346,2026-01-16T07:30:00,S09,S04,Parking - place attribuée,"Bonjour,

Ta nouvelle place de parking est la B-2025-9488. Badge mis à jour automatiquement.

Cordialement,
Services généraux"
E00353,2026-01-16T10:30:00,S10,S06,Parking - place attribuée,"Bonjour,

Ta nouvelle place de parking est la B-2025-6618. Badge mis à jour automatiquement.

Cordialement,
Services généraux"
E00033,2026-01-16T10:30:00,S04,S02,FYI - article Les Échos,"Bonjour,

Un article intéressant dans Les Échos ce matin sur l’évolution de la régulation bancaire européenne. À lire si tu as 5 minutes.

Karim"
E00416,2026-01-16T11:30:00,S10,S04,Bonne année 2026,"Bonjour à tous,

Toute l’équipe vous souhaite une excellente année 2026, pleine de réussites professionnelles et personnelles.

La direction"
E00672,2026-01-16T11:30:00,S02,S04,FYI - article Les Échos,"Bonjour,

Un article intéressant dans Les Échos ce matin sur l’évolution de la régulation bancaire européenne. À lire si tu as 5 minutes.

Antoine"
E00749,2026-01-17T01:30:00,S06,S09,Reporting mensuel Fondation Albert-Schweitzer,"Bonjour,

Veuillez trouver ci-joint le reporting mensuel pour le client Fondation Albert-Schweitzer. Performance du portefeuille : +4.42% sur le mois.

Cordialement,
Pierre"
E00187,2026-01-17T02:30:00,S02,S10,Parking - place attribuée,"Bonjour,

Ta nouvelle place de parking est la B-2024-4812. Badge mis à jour automatiquement.

Cordialement,
Services généraux"
E00135,2026-01-17T02:30:00,S02,S10,RE: question rapide,"Oui, c’est bon pour moi. On en reparle demain.

Antoine"
E00050,2026-01-17T04:30:00,S01,S02,Demande de congés,"Bonjour Antoine,

Je pose mes congés du lundi au mercredi. Mon binôme prendra le relais sur les dossiers en cours.

Merci de valider.
Claire"
E00127,2026-01-17T06:30:00,S01,S03,RE: Validation virement client 2024-4558,"Validé. Bonne journée.

Claire"
E00932,2026-01-17T06:30:00,S02,S01,Point client Famille Vasseur,"Bonjour Claire,

Le client Famille Vasseur demande un rendez-vous pour faire le point sur son portefeuille. Disponibilités la semaine prochaine ?

Antoine"
E00569,2026-01-17T07:30:00,S01,S10,Mutuelle - changement de contrat,"Bonjour,

La mutuelle entreprise change au 1er avril. Une réunion d’information est organisée le mercredi à 12h en salle Monet. Présence recommandée.

Claire"
E00159,2026-01-17T07:30:00,S05,S07,Demande de pièces - audit Q1,"Bonjour Julie,

Dans le cadre de l’audit interne Q1, merci de me transmettre les balances comptables au mercredi et la liste des écritures > 100k EUR.

Cordialement,
Élodie"
E00654,2026-01-17T09:30:00,S08,S02,Bonne année 2026,"Bonjour à tous,

Toute l’équipe vous souhaite une excellente année 2026, pleine de réussites professionnelles et personnelles.

La direction"
E00285,2026-01-17T10:30:00,S04,S09,Pot de départ - Mme Durand-Lefèvre,"Bonjour à tous,

Nous organisons un pot de départ pour Mme Durand-Lefèvre vendredi à 18h en salle de pause. Une cagnotte circule.

Karim"
E00260,2026-01-17T12:30:00,S07,S02,Pot de départ - Mme Durand-Lefèvre,"Bonjour à tous,

Nous organisons un pot de départ pour Mme Durand-Lefèvre vendredi à 18h en salle de pause. Une cagnotte circule.

Julie"
E00457,2026-01-17T12:30:00,S06,S04,Demande client Société Civile Beaufort - allocation,"Karim,

Le client Société Civile Beaufort souhaite revoir son allocation. Il évoque un profil plus prudent. Peux-tu préparer une simulation ?

Merci,
Pierre"
E00640,2026-01-18T01:30:00,S01,S05,Justificatif manquant dossier 2026-2625,"Élodie,

Il me manque le justificatif d’origine des fonds sur le dossier 2026-2625. Sans ce document, je ne peux pas débloquer la transaction.

Claire"
E00279,2026-01-18T02:30:00,S07,S06,Validation virement client 2024-6561,"Bonjour Pierre,

Merci de valider le virement référence 2024-6561 d’un montant de 43 000 EUR pour le compte client. Documentation KYC à jour.

Julie"
E00045,2026-01-18T02:30:00,S01,S04,Compte rendu réunion direction,"Bonjour Karim,

Veuillez trouver ci-joint le compte rendu de la réunion de direction de jeudi. Les actions qui te concernent sont surlignées en jaune. Échéance fixée au lundi.

Cordialement,
Claire"
E00649,2026-01-18T02:30:00,S03,S01,Validation virement client 2024-7982,"Bonjour Claire,

Merci de valider le virement référence 2024-7982 d’un montant de 337 000 EUR pour le compte client. Documentation KYC à jour.

Sophie"
E00221,2026-01-18T02:30:00,S01,S03,Parking - place attribuée,"Bonjour,

Ta nouvelle place de parking est la B-2024-254. Badge mis à jour automatiquement.

Cordialement,
Services généraux"
E00552,2026-01-18T03:30:00,S09,S08,Formation obligatoire LCB-FT,"Bonjour à tous,

Rappel : la formation obligatoire LCB-FT 2025 doit être complétée avant le 31 mars. Lien d’inscription en pièce jointe.

Léa"
E00908,2026-01-18T04:30:00,S09,S08,Document oublié en salle Picasso,"Bonjour,

J’ai oublié un dossier rouge en salle Picasso après la réunion d’hier. Si quelqu’un l’a vu, merci de me le rapporter.

Léa"
E00814,2026-01-18T05:30:00,S03,S04,Préparation board,"Karim,

Le board demande un état des lieux sur le portefeuille pour vendredi. Peux-tu m’envoyer tes chiffres consolidés au plus tard jeudi midi ?

Merci,
Sophie"
E00368,2026-01-18T07:30:00,S01,S10,Formation obligatoire LCB-FT,"Bonjour à tous,

Rappel : la formation obligatoire LCB-FT 2025 doit être complétée avant le 31 mars. Lien d’inscription en pièce jointe.

Claire"
E00869,2026-01-18T07:30:00,S07,S06,RE: Validation virement client 2025-7890,"Validé. Bonne journée.

Julie"
E00230,2026-01-18T08:30:00,S10,S09,Procédure KYC - mise à jour,"Bonjour à tous,

La procédure KYC est mise à jour suite aux dernières recommandations de l’ACPR. Nouvelle version applicable au 1er avril.

Thomas"
E00301,2026-01-18T10:30:00,S03,S02,Conclusion audit conformité,"Bonjour,

Les conclusions de l’audit conformité sont disponibles. RAS sur la majorité des dossiers, deux points de vigilance signalés en annexe.

Sophie"
E00129,2026-01-18T10:30:00,S07,S01,Reporting mensuel Fondation Lacroix,"Bonjour,

Veuillez trouver ci-joint le reporting mensuel pour le client Fondation Lacroix. Performance du portefeuille : +-2.45% sur le mois.

Cordialement,
Julie"
E00631,2026-01-18T10:30:00,S10,S03,Compte rendu réunion direction,"Bonjour Sophie,

Veuillez trouver ci-joint le compte rendu de la réunion de direction de vendredi. Les actions qui te concernent sont surlignées en jaune. Échéance fixée au jeudi.

Cordialement,
Thomas"
E00269,2026-01-18T11:30:00,S09,S06,Bonne année 2026,"Bonjour à tous,

Toute l’équipe vous souhaite une excellente année 2026, pleine de réussites professionnelles et personnelles.

La direction"
E00585,2026-01-18T12:30:00,S04,S06,Incident applicatif résolu,"Bonjour,

L’incident sur l’application de trading signalé ce matin est résolu. Cause : saturation du cluster de calcul. Service nominal depuis 11h32.

Karim"
E00701,2026-01-18T12:30:00,S04,S08,Incident applicatif résolu,"Bonjour,

L’incident sur l’application de trading signalé ce matin est résolu. Cause : saturation du cluster de calcul. Service nominal depuis 11h32.

Karim"
E00003,2026-01-18T16:15:00,S01,S04,Comptes Hermès,"Karim, les logs des comptes Hermès doivent disparaître ce soir."
E00004,2026-01-18T17:22:00,S04,S01,RE: Comptes Hermès,Logs Hermès purgés. Aucune trace résiduelle.
E00267,2026-01-19T01:30:00,S01,S03,Décalage réunion mardi,"Sophie,

La réunion prévue mardi est décalée à jeudi 8h pour des raisons d’agenda. La salle Picasso reste réservée.

Claire"
E00849,2026-01-19T02:30:00,S01,S06,Compte rendu réunion direction,"Bonjour Pierre,

Veuillez trouver ci-joint le compte rendu de la réunion de direction de lundi. Les actions qui te concernent sont surlignées en jaune. Échéance fixée au lundi.

Cordialement,
Claire"
E00393,2026-01-19T02:30:00,S01,S10,Préparation board,"Thomas,

Le board demande un état des lieux sur le portefeuille pour vendredi. Peux-tu m’envoyer tes chiffres consolidés au plus tard jeudi midi ?

Merci,
Claire"
E00698,2026-01-19T02:30:00,S04,S03,RE: question rapide,"Oui, c’est bon pour moi. On en reparle demain.

Karim"
E00603,2026-01-19T03:30:00,S04,S03,Réunion comité mercredi,"Bonjour Sophie,

Peux-tu confirmer ta présence à la réunion du comité mercredi à 8h ? L’ordre du jour porte sur le bilan trimestriel et les arbitrages budgétaires.

Merci,
Karim"
E00235,2026-01-19T06:30:00,S04,S09,Réunion comité jeudi,"Bonjour Léa,

Peux-tu confirmer ta présence à la réunion du comité jeudi à 10h ? L’ordre du jour porte sur le bilan trimestriel et les arbitrages budgétaires.

Merci,
Karim"
E00499,2026-01-19T06:30:00,S05,S07,Pot de départ - Famille Mercier-Jolly,"Bonjour à tous,

Nous organisons un pot de départ pour Famille Mercier-Jolly vendredi à 18h en salle de pause. Une cagnotte circule.

Élodie"
E00263,2026-01-19T07:30:00,S03,S08,FYI - article Les Échos,"Bonjour,

Un article intéressant dans Les Échos ce matin sur l’évolution de la régulation bancaire européenne. À lire si tu as 5 minutes.

Sophie"
E00777,2026-01-19T07:30:00,S06,S03,Présentation client Mme Durand-Lefèvre jeudi,"Bonjour Sophie,

Nous recevons Mme Durand-Lefèvre jeudi à 11h. Merci de préparer la slide deck habituelle et le bilan annuel.

Pierre"
E00456,2026-01-19T07:30:00,S09,S04,Demande de congés,"Bonjour Karim,

Je pose mes congés du mercredi au jeudi. Mon binôme prendra le relais sur les dossiers en cours.

Merci de valider.
Léa"
E00978,2026-01-19T07:30:00,S02,S04,Justificatif manquant dossier 2024-8536,"Karim,

Il me manque le justificatif d’origine des fonds sur le dossier 2024-8536. Sans ce document, je ne peux pas débloquer la transaction.

Antoine"
E00982,2026-01-19T08:30:00,S10,S05,RE: Demande de pièces - audit Q1,"Bonjour,

Documents transmis ce matin via le coffre-fort numérique. Code d’accès envoyé séparément.

Thomas"
E00465,2026-01-19T08:30:00,S03,S07,RE: question rapide,"Oui, c’est bon pour moi. On en reparle demain.

Sophie"
E00366,2026-01-19T11:30:00,S06,S10,Réunion comité mardi,"Bonjour Thomas,

Peux-tu confirmer ta présence à la réunion du comité mardi à 16h ? L’ordre du jour porte sur le bilan trimestriel et les arbitrages budgétaires.

Merci,
Pierre"
E00411,2026-01-20T01:30:00,S03,S10,Compte rendu réunion direction,"Bonjour Thomas,

Veuillez trouver ci-joint le compte rendu de la réunion de direction de mercredi. Les actions qui te concernent sont surlignées en jaune. Échéance fixée au jeudi.

Cordialement,
Sophie"
E00878,2026-01-20T02:30:00,S04,S09,Parking - place attribuée,"Bonjour,

Ta nouvelle place de parking est la B-2026-4746. Badge mis à jour automatiquement.

Cordialement,
Services généraux"
E00313,2026-01-20T03:30:00,S05,S06,Entretien annuel à programmer,"Bonjour Pierre,

Nous devons programmer ton entretien annuel avant la fin du mois. Voici trois créneaux possibles : mardi 14h, mercredi 10h, jeudi 16h. Lequel te convient ?

Élodie"
